Relatorio;de;Eventos;Historicos;de;20/10/2020;-;00:00;ate;20/10/2020;-;15:27
20/out;15:20:57;622;CfgParCuba;bolivia;TIncCorr;10;0;--------;;;
20/out;15:20:57;622;CfgParCuba;bolivia;TempMovI;2;5;--------;;;
20/out;15:20:57;622;CfgParCuba;bolivia;RuidoRFr;0.055;0.100;--------;;;
20/out;15:20:57;622;CfgParCuba;bolivia;QuantAlF;1360;1000;--------;;;
20/out;15:20:57;622;CfgParCuba;bolivia;NCicIniE;16;8;--------;;;
20/out;15:20:57;622;CfgParCuba;bolivia;NCCOscil;5;3;--------;;;
20/out;15:20:57;622;CfgParCuba;bolivia;MassaBan;6000.0;5500.0;--------;;;
20/out;15:20:57;622;CfgParCuba;bolivia;IncRuido;50.00;100.00;--------;;;
20/out;15:20:57;622;CfgParCuba;bolivia;IncRuido;200.00;250.00;--------;;;
20/out;15:20:57;622;CfgParCuba;bolivia;IncCorrI;50;0;--------;;;
20/out;15:20:57;622;CfgParCuba;bolivia;HabIncQP;0;1;--------;;;
20/out;15:20:57;622;CfgParCuba;bolivia;HabCamSi;1;0;--------;;;
20/out;15:20:57;622;CfgParCuba;bolivia;FcOffTen;-167.860;-122.080;--------;;;
20/out;15:20:57;622;CfgParCuba;bolivia;EaPrevDe;0.680;0.650;--------;;;
20/out;15:20:57;622;CfgParCuba;bolivia;EaPrevDe;0.550;0.500;--------;;;
20/out;15:20:57;622;CfgParCuba;bolivia;DelayLad;1000;425;--------;;;
20/out;15:20:57;622;CfgParCuba;bolivia;BitSiloA;24;23;--------;;;
20/out;15:20:57;622;CfgParCuba;bolivia;AlarmeDB;00:15;00:30;--------;;;
20/out;11:28:39;623;CfgParCuba;nildo;VSetPoin;4.24;4.22;--------;;;
20/out;15:20:57;623;CfgParCuba;bolivia;VSetPoin;4.22;4.24;--------;;;
20/out;15:20:57;623;CfgParCuba;bolivia;TMovBaix;4;5;--------;;;
20/out;15:20:57;623;CfgParCuba;bolivia;TLibAlar;35;40;--------;;;
20/out;15:20:57;623;CfgParCuba;bolivia;TempMovI;2;5;--------;;;
20/out;15:20:57;623;CfgParCuba;bolivia;TempMaxI;965;970;--------;;;
20/out;15:20:57;623;CfgParCuba;bolivia;RuidoRFr;0.065;0.150;--------;;;
20/out;15:20:57;623;CfgParCuba;bolivia;RuidoRFo;0.095;0.300;--------;;;
20/out;15:20:57;623;CfgParCuba;bolivia;QuantAlF;1180;1000;--------;;;
20/out;15:20:57;623;CfgParCuba;bolivia;NCicIniE;16;8;--------;;;
20/out;15:20:57;623;CfgParCuba;bolivia;NCCOscil;5;3;--------;;;
20/out;15:20:57;623;CfgParCuba;bolivia;MaxQPrev;30;10;--------;;;
20/out;15:20:57;623;CfgParCuba;bolivia;LimQPrev;100;60;--------;;;
20/out;15:20:57;623;CfgParCuba;bolivia;IntervEa;4;6;--------;;;
20/out;15:20:57;623;CfgParCuba;bolivia;IncRuido;200.00;250.00;--------;;;
20/out;15:20:57;623;CfgParCuba;bolivia;IncCorrI;50;0;--------;;;
20/out;15:20:57;623;CfgParCuba;bolivia;HabIncRL;0;1;--------;;;
20/out;15:20:57;623;CfgParCuba;bolivia;HabIncQP;0;1;--------;;;
20/out;15:20:57;623;CfgParCuba;bolivia;HabCamSi;1;0;--------;;;
20/out;15:20:57;623;CfgParCuba;bolivia;HabCalcH;0;1;--------;;;
20/out;15:20:57;623;CfgParCuba;bolivia;DelayLad;980;425;--------;;;
20/out;15:20:57;623;CfgParCuba;bolivia;CAFimUnd;9.00;11.00;--------;;;
20/out;15:20:57;623;CfgParCuba;bolivia;BitSiloA;24;23;--------;;;
20/out;15:20:57;623;CfgParCuba;bolivia;AtivaBit;1;0;--------;;;
20/out;11:28:47;624;CfgParCuba;nildo;VSetPoin;4.23;4.20;--------;;;
20/out;15:20:57;624;CfgParCuba;bolivia;VSetPoin;4.20;4.24;--------;;;
20/out;15:20:57;624;CfgParCuba;bolivia;TLibAlar;35;40;--------;;;
20/out;15:20:57;624;CfgParCuba;bolivia;TipoIncQ;1;2;--------;;;
20/out;15:20:57;624;CfgParCuba;bolivia;TIniAlim;90;30;--------;;;
20/out;15:20:57;624;CfgParCuba;bolivia;TempMovI;2;5;--------;;;
20/out;15:20:57;624;CfgParCuba;bolivia;TEfeitoD;00:30;00:40;--------;;;
20/out;15:20:57;624;CfgParCuba;bolivia;RuidoRFr;0.075;0.200;--------;;;
20/out;15:20:57;624;CfgParCuba;bolivia;QuantAlF;1320;1000;--------;;;
20/out;15:20:57;624;CfgParCuba;bolivia;NumTabOp;9;6;--------;;;
20/out;15:20:57;624;CfgParCuba;bolivia;NCRegOsc;6;3;--------;;;
20/out;15:20:57;624;CfgParCuba;bolivia;NCCOscil;5;3;--------;;;
20/out;15:20:57;624;CfgParCuba;bolivia;MaxQPrev;30;10;--------;;;
20/out;15:20:57;624;CfgParCuba;bolivia;MaxInter;65000;7200;--------;;;
20/out;15:20:57;624;CfgParCuba;bolivia;LimQPrev;100;60;--------;;;
20/out;15:20:57;624;CfgParCuba;bolivia;LimOscil;0.15;0.20;--------;;;
20/out;15:20:57;624;CfgParCuba;bolivia;LimOscil;0.25;0.35;--------;;;
20/out;15:20:57;624;CfgParCuba;bolivia;IncRuido;50.00;100.00;--------;;;
20/out;15:20:57;624;CfgParCuba;bolivia;IncRuido;250.00;300.00;--------;;;
20/out;15:20:57;624;CfgParCuba;bolivia;HabLogMo;0;1;--------;;;
20/out;15:20:57;624;CfgParCuba;bolivia;HabIncRL;0;1;--------;;;
20/out;15:20:57;624;CfgParCuba;bolivia;Habilita;1;0;--------;;;
20/out;15:20:57;624;CfgParCuba;bolivia;EaAtraso;28800;4800;--------;;;
20/out;15:20:57;624;CfgParCuba;bolivia;DifResFi;0.23;0.30;--------;;;
20/out;15:20:57;624;CfgParCuba;bolivia;DelayLad;1180;450;--------;;;
20/out;15:20:57;624;CfgParCuba;bolivia;BitSiloA;24;23;--------;;;
20/out;15:20:57;624;CfgParCuba;bolivia;AlarmeDB;00:15;00:30;--------;;;
20/out;11:28:54;625;CfgParCuba;nildo;VSetPoin;4.27;4.24;--------;;;
20/out;15:20:57;625;CfgParCuba;bolivia;TMovBaix;4;5;--------;;;
20/out;15:20:57;625;CfgParCuba;bolivia;TLibAlar;35;40;--------;;;
20/out;15:20:57;625;CfgParCuba;bolivia;TIntAlF3;21:00;08:00;--------;;;
20/out;15:20:57;625;CfgParCuba;bolivia;TEfeitoM;300;900;--------;;;
20/out;15:20:57;625;CfgParCuba;bolivia;RuidoRFr;0.150;0.200;--------;;;
20/out;15:20:57;625;CfgParCuba;bolivia;RuidoRFo;0.200;0.250;--------;;;
20/out;15:20:57;625;CfgParCuba;bolivia;NumTabOp;9;6;--------;;;
20/out;15:20:57;625;CfgParCuba;bolivia;NCCOscil;5;3;--------;;;
20/out;15:20:57;625;CfgParCuba;bolivia;MaxQPrev;30;10;--------;;;
20/out;15:20:57;625;CfgParCuba;bolivia;LimQPrev;100;60;--------;;;
20/out;15:20:57;625;CfgParCuba;bolivia;IncQuebI;0;50;--------;;;
20/out;15:20:57;625;CfgParCuba;bolivia;IncQPrev;100.00;0.00;--------;;;
20/out;15:20:57;625;CfgParCuba;bolivia;IncCorrI;50;0;--------;;;
20/out;15:20:57;625;CfgParCuba;bolivia;HabIncRL;0;1;--------;;;
20/out;15:20:57;625;CfgParCuba;bolivia;Habilita;1;0;--------;;;
20/out;15:20:57;625;CfgParCuba;bolivia;FcOffTen;-137.340;-122.080;--------;;;
20/out;15:20:57;625;CfgParCuba;bolivia;EstabCor;00:00;00:30;--------;;;
20/out;15:20:57;625;CfgParCuba;bolivia;DerivIni;-5.000;-2.000;--------;;;
20/out;15:20:57;625;CfgParCuba;bolivia;AlimAuto;1;0;--------;;;
20/out;15:20:57;626;CfgParCuba;bolivia;VSetPoin;4.20;4.24;--------;;;
20/out;15:20:57;626;CfgParCuba;bolivia;TMovCima;2;3;--------;;;
20/out;15:20:57;626;CfgParCuba;bolivia;TLibAlar;35;40;--------;;;
20/out;15:20:57;626;CfgParCuba;bolivia;TIncCorr;10;0;--------;;;
20/out;15:20:57;626;CfgParCuba;bolivia;TempMovI;2;5;--------;;;
20/out;15:20:57;626;CfgParCuba;bolivia;TempMaxI;965;970;--------;;;
20/out;15:20:57;626;CfgParCuba;bolivia;RuidoRFr;0.150;0.200;--------;;;
20/out;15:20:57;626;CfgParCuba;bolivia;RuidoRFo;0.200;0.250;--------;;;
20/out;15:20:57;626;CfgParCuba;bolivia;RuidoRFo;0.250;0.300;--------;;;
20/out;15:20:57;626;CfgParCuba;bolivia;QuantAlF;1450;1000;--------;;;
20/out;15:20:57;626;CfgParCuba;bolivia;NumCicRe;9;7;--------;;;
20/out;15:20:57;626;CfgParCuba;bolivia;NCCOscil;5;3;--------;;;
20/out;15:20:57;626;CfgParCuba;bolivia;MaxQPrev;30;10;--------;;;
20/out;15:20:57;626;CfgParCuba;bolivia;HoraRefC;00:00;14:00;--------;;;
20/out;15:20:57;626;CfgParCuba;bolivia;HabIncRL;0;1;--------;;;
20/out;15:20:57;626;CfgParCuba;bolivia;HabIncQP;0;1;--------;;;
20/out;15:20:57;626;CfgParCuba;bolivia;GrupoMov;7;1;--------;;;
20/out;15:20:57;626;CfgParCuba;bolivia;EstabCor;00:00;00:30;--------;;;
20/out;15:20:57;626;CfgParCuba;bolivia;DifResFi;0.23;0.30;--------;;;
20/out;15:20:57;626;CfgParCuba;bolivia;DerivIni;-5.000;-2.000;--------;;;
20/out;15:20:57;626;CfgParCuba;bolivia;DelayLad;920;425;--------;;;
20/out;15:20:57;626;CfgParCuba;bolivia;BitSiloA;24;23;--------;;;
20/out;15:20:57;626;CfgParCuba;bolivia;AtivaBit;1;0;--------;;;
20/out;15:20:57;627;CfgParCuba;bolivia;TEfeitoM;480;1800;--------;;;
20/out;15:20:57;627;CfgParCuba;bolivia;RuidoRFr;0.120;0.150;--------;;;
20/out;15:20:57;627;CfgParCuba;bolivia;NumSiloA;1;0;--------;;;
20/out;15:20:57;627;CfgParCuba;bolivia;NHorRefQ;120;150;--------;;;
20/out;15:20:57;627;CfgParCuba;bolivia;MinNCicC;10;0;--------;;;
20/out;15:20:57;627;CfgParCuba;bolivia;MaxQPrev;30;10;--------;;;
20/out;15:20:57;627;CfgParCuba;bolivia;MaxDelta;0;10;--------;;;
20/out;15:20:57;627;CfgParCuba;bolivia;LimSupQP;1;960;--------;;;
20/out;15:20:57;627;CfgParCuba;bolivia;LimQPrev;100;60;--------;;;
20/out;15:20:57;627;CfgParCuba;bolivia;LimOscil;0.25;0.35;--------;;;
20/out;15:20:57;627;CfgParCuba;bolivia;LimInfQP;100;120;--------;;;
20/out;15:20:57;627;CfgParCuba;bolivia;IntMinQQ;120;150;--------;;;
20/out;15:20:57;627;CfgParCuba;bolivia;IntervEa;4;6;--------;;;
20/out;15:20:57;627;CfgParCuba;bolivia;IncQuebI;0;50;--------;;;
20/out;15:20:57;627;CfgParCuba;bolivia;IncQPrev;100.00;0.00;--------;;;
20/out;15:20:57;627;CfgParCuba;bolivia;IncCorrI;50;0;--------;;;
20/out;15:20:57;627;CfgParCuba;bolivia;HoraIniA;01:00;06:00;--------;;;
20/out;15:20:57;627;CfgParCuba;bolivia;HabLogMo;0;1;--------;;;
20/out;15:20:57;627;CfgParCuba;bolivia;HabCamSi;1;0;--------;;;
20/out;15:20:57;627;CfgParCuba;bolivia;HabCalcH;0;1;--------;;;
20/out;15:20:57;627;CfgParCuba;bolivia;HabCalcD;0;1;--------;;;
20/out;15:20:57;627;CfgParCuba;bolivia;HabAEKPF;1;0;--------;;;
20/out;15:20:57;627;CfgParCuba;bolivia;FcGanhoT;10.057;10.113;--------;;;
20/out;15:20:57;627;CfgParCuba;bolivia;EaPrevDe;0.550;0.500;--------;;;
20/out;15:20:57;627;CfgParCuba;bolivia;BitDuplo;17;24;--------;;;
20/out;15:20:57;627;CfgParCuba;bolivia;AtivaBit;1;0;--------;;;
20/out;15:20:57;627;CfgParCuba;bolivia;AlimAuto;1;0;--------;;;
20/out;15:20:57;628;CfgParCuba;bolivia;VSetPoin;4.30;4.24;--------;;;
20/out;15:20:57;628;CfgParCuba;bolivia;TMovCamP;4;3;--------;;;
20/out;15:20:57;628;CfgParCuba;bolivia;TEfeitoM;480;1800;--------;;;
20/out;15:20:57;628;CfgParCuba;bolivia;TEfeitoM;300;900;--------;;;
20/out;15:20:57;628;CfgParCuba;bolivia;RuidoRFo;0.200;0.250;--------;;;
20/out;15:20:57;628;CfgParCuba;bolivia;NHorRefQ;120;150;--------;;;
20/out;15:20:57;628;CfgParCuba;bolivia;NCicIniE;16;8;--------;;;
20/out;15:20:57;628;CfgParCuba;bolivia;MaxDelta;0;10;--------;;;
20/out;15:20:57;628;CfgParCuba;bolivia;LimOscil;0.15;0.20;--------;;;
20/out;15:20:57;628;CfgParCuba;bolivia;LimInfQP;100;120;--------;;;
20/out;15:20:57;628;CfgParCuba;bolivia;IncQuebI;0;50;--------;;;
20/out;15:20:57;628;CfgParCuba;bolivia;IncQPrev;100.00;0.00;--------;;;
20/out;15:20:57;628;CfgParCuba;bolivia;HoraIniA;01:00;06:00;--------;;;
20/out;15:20:57;628;CfgParCuba;bolivia;HabIncQP;0;1;--------;;;
20/out;15:20:57;628;CfgParCuba;bolivia;HabCamSi;1;0;--------;;;
20/out;15:20:57;628;CfgParCuba;bolivia;GrupoMov;7;1;--------;;;
20/out;15:20:57;628;CfgParCuba;bolivia;EaPrevDe;0.680;0.650;--------;;;
20/out;15:20:57;628;CfgParCuba;bolivia;DifResFi;0.23;0.30;--------;;;
20/out;15:20:57;628;CfgParCuba;bolivia;DelayLad;880;425;--------;;;
20/out;15:20:57;628;CfgParCuba;bolivia;AtivaBit;1;0;--------;;;
20/out;15:20:57;628;CfgParCuba;bolivia;AlF3Dia;30;0;--------;;;
20/out;11:29:02;629;CfgParCuba;nildo;VSetPoin;4.35;4.30;--------;;;
20/out;11:29:19;629;CfgParCuba;nildo;VSetPoin;4.30;4.27;--------;;;
20/out;15:20:57;629;CfgParCuba;bolivia;VSetPoin;4.27;4.24;--------;;;
20/out;15:20:57;629;CfgParCuba;bolivia;TIntAlF3;21:00;08:00;--------;;;
20/out;15:20:57;629;CfgParCuba;bolivia;TIniAlim;90;30;--------;;;
20/out;15:20:57;629;CfgParCuba;bolivia;TIncQueb;30;90;--------;;;
20/out;15:20:57;629;CfgParCuba;bolivia;TIncCorr;10;0;--------;;;
20/out;15:20:57;629;CfgParCuba;bolivia;RuidoRFr;0.062;0.100;--------;;;
20/out;15:20:57;629;CfgParCuba;bolivia;RuidoRFo;0.200;0.250;--------;;;
20/out;15:20:57;629;CfgParCuba;bolivia;QuantAlF;1620;1000;--------;;;
20/out;15:20:57;629;CfgParCuba;bolivia;NHorRefQ;120;150;--------;;;
20/out;15:20:57;629;CfgParCuba;bolivia;NCicIniE;16;8;--------;;;
20/out;15:20:57;629;CfgParCuba;bolivia;NCCOscil;5;3;--------;;;
20/out;15:20:57;629;CfgParCuba;bolivia;LimQPrev;100;60;--------;;;
20/out;15:20:57;629;CfgParCuba;bolivia;LimInfQP;100;120;--------;;;
20/out;15:20:57;629;CfgParCuba;bolivia;IncCorrI;50;0;--------;;;
20/out;15:20:57;629;CfgParCuba;bolivia;HoraRefC;00:00;14:00;--------;;;
20/out;15:20:57;629;CfgParCuba;bolivia;HoraIniA;01:00;06:00;--------;;;
20/out;15:20:57;629;CfgParCuba;bolivia;HabMovIn;0;1;--------;;;
20/out;15:20:57;629;CfgParCuba;bolivia;Habilita;1;0;--------;;;
20/out;15:20:57;629;CfgParCuba;bolivia;HabAEKPF;1;0;--------;;;
20/out;15:20:57;629;CfgParCuba;bolivia;FcGanhoT;10.150;10.113;--------;;;
20/out;15:20:57;629;CfgParCuba;bolivia;EaAtraso;28800;4800;--------;;;
20/out;15:20:57;629;CfgParCuba;bolivia;DerivIni;5.000;0.550;--------;;;
20/out;15:20:57;629;CfgParCuba;bolivia;DelayLad;860;425;--------;;;
20/out;15:20:57;629;CfgParCuba;bolivia;BitSiloA;24;23;--------;;;
20/out;15:20:57;629;CfgParCuba;bolivia;BitDuplo;17;24;--------;;;
20/out;15:20:57;629;CfgParCuba;bolivia;AtivaBit;1;0;--------;;;
20/out;11:29:12;630;CfgParCuba;nildo;VSetPoin;4.28;4.24;--------;;;
20/out;15:20:57;630;CfgParCuba;bolivia;TMovBaix;4;5;--------;;;
20/out;15:20:57;630;CfgParCuba;bolivia;TLibMovU;50;60;--------;;;
20/out;15:20:57;630;CfgParCuba;bolivia;TIncQueb;30;90;--------;;;
20/out;15:20:57;630;CfgParCuba;bolivia;TempMovI;2;5;--------;;;
20/out;15:20:57;630;CfgParCuba;bolivia;TEfeitoM;300;900;--------;;;
20/out;15:20:57;630;CfgParCuba;bolivia;RuidoRFo;0.250;0.300;--------;;;
20/out;15:20:57;630;CfgParCuba;bolivia;QuantAlF;1170;1000;--------;;;
20/out;15:20:57;630;CfgParCuba;bolivia;NMaxMovC;7;5;--------;;;
20/out;15:20:57;630;CfgParCuba;bolivia;NCRegOsc;6;3;--------;;;
20/out;15:20:57;630;CfgParCuba;bolivia;NCicIniE;16;8;--------;;;
20/out;15:20:57;630;CfgParCuba;bolivia;MinNCicC;10;0;--------;;;
20/out;15:20:57;630;CfgParCuba;bolivia;MaxInter;65000;7200;--------;;;
20/out;15:20:57;630;CfgParCuba;bolivia;IntMinQQ;120;150;--------;;;
20/out;15:20:57;630;CfgParCuba;bolivia;IntervEa;4;6;--------;;;
20/out;15:20:57;630;CfgParCuba;bolivia;IncCorrI;50;0;--------;;;
20/out;15:20:57;630;CfgParCuba;bolivia;HabIncRR;0;1;--------;;;
20/out;15:20:57;630;CfgParCuba;bolivia;HabCalcH;0;1;--------;;;
20/out;15:20:57;630;CfgParCuba;bolivia;FcGanhoT;10.132;10.113;--------;;;
20/out;15:20:57;630;CfgParCuba;bolivia;EaAtraso;28800;4800;--------;;;
20/out;15:20:57;630;CfgParCuba;bolivia;DerivIni;-5.000;-2.000;--------;;;
20/out;15:20:57;630;CfgParCuba;bolivia;DelayLad;1300;450;--------;;;
20/out;15:20:57;630;CfgParCuba;bolivia;DelayLad;840;425;--------;;;
20/out;15:20:57;630;CfgParCuba;bolivia;BitSiloA;24;23;--------;;;
20/out;15:20:57;630;CfgParCuba;bolivia;AlarmeDB;00:15;00:30;--------;;;
20/out;15:20:57;631;CfgParCuba;bolivia;VSetPoin;4.31;4.24;--------;;;
20/out;15:20:57;631;CfgParCuba;bolivia;TMovCima;2;3;--------;;;
20/out;15:20:57;631;CfgParCuba;bolivia;TIncCorr;10;0;--------;;;
20/out;15:20:57;631;CfgParCuba;bolivia;RuidoRFo;0.200;0.250;--------;;;
20/out;15:20:57;631;CfgParCuba;bolivia;NCicIniE;16;8;--------;;;
20/out;15:20:57;631;CfgParCuba;bolivia;MaxDelta;0;10;--------;;;
20/out;15:20:57;631;CfgParCuba;bolivia;LimOscil;0.15;0.20;--------;;;
20/out;15:20:57;631;CfgParCuba;bolivia;LimInfQP;100;120;--------;;;
20/out;15:20:57;631;CfgParCuba;bolivia;IntMinQQ;120;150;--------;;;
20/out;15:20:57;631;CfgParCuba;bolivia;HoraIniA;01:00;06:00;--------;;;
20/out;15:20:57;631;CfgParCuba;bolivia;HabMovIn;0;1;--------;;;
20/out;15:20:57;631;CfgParCuba;bolivia;HabIncRR;0;1;--------;;;
20/out;15:20:57;631;CfgParCuba;bolivia;HabIncQP;0;1;--------;;;
20/out;15:20:57;631;CfgParCuba;bolivia;HabCamSi;1;0;--------;;;
20/out;15:20:57;631;CfgParCuba;bolivia;HabAEKPF;1;0;--------;;;
20/out;15:20:57;631;CfgParCuba;bolivia;GrupoMov;7;1;--------;;;
20/out;15:20:57;631;CfgParCuba;bolivia;FcOffTen;-167.860;-122.080;--------;;;
20/out;15:20:57;631;CfgParCuba;bolivia;EstabCor;00:00;00:30;--------;;;
20/out;15:20:57;631;CfgParCuba;bolivia;DifResFi;0.23;0.30;--------;;;
20/out;15:20:57;631;CfgParCuba;bolivia;DerivIni;-5.000;-2.000;--------;;;
20/out;15:20:57;631;CfgParCuba;bolivia;DelayLad;1320;450;--------;;;
20/out;15:20:57;631;CfgParCuba;bolivia;AtivaBit;1;0;--------;;;
20/out;11:31:58;632;CfgParCuba;nildo;VSetPoin;4.32;4.28;--------;;;
20/out;15:20:57;632;CfgParCuba;bolivia;VSetPoin;4.28;4.24;--------;;;
20/out;15:20:57;632;CfgParCuba;bolivia;TMovBaix;4;5;--------;;;
20/out;15:20:57;632;CfgParCuba;bolivia;TLibMovU;50;60;--------;;;
20/out;15:20:57;632;CfgParCuba;bolivia;TIncCorr;10;0;--------;;;
20/out;15:20:57;632;CfgParCuba;bolivia;TempMaxI;965;970;--------;;;
20/out;15:20:57;632;CfgParCuba;bolivia;TEfeitoD;00:30;00:40;--------;;;
20/out;15:20:57;632;CfgParCuba;bolivia;RuidoRFr;0.150;0.200;--------;;;
20/out;15:20:57;632;CfgParCuba;bolivia;QuantAlF;1360;1000;--------;;;
20/out;15:20:57;632;CfgParCuba;bolivia;NHorRefQ;120;150;--------;;;
20/out;15:20:57;632;CfgParCuba;bolivia;NCicIniE;16;8;--------;;;
20/out;15:20:57;632;CfgParCuba;bolivia;MaxQPrev;30;10;--------;;;
20/out;15:20:57;632;CfgParCuba;bolivia;MaxInter;65000;7200;--------;;;
20/out;15:20:57;632;CfgParCuba;bolivia;IntMinQQ;120;150;--------;;;
20/out;15:20:57;632;CfgParCuba;bolivia;IncQPrev;100.00;0.00;--------;;;
20/out;15:20:57;632;CfgParCuba;bolivia;HoraRefC;23:00;14:00;--------;;;
20/out;15:20:57;632;CfgParCuba;bolivia;HabMovIn;0;1;--------;;;
20/out;15:20:57;632;CfgParCuba;bolivia;HabIncRL;0;1;--------;;;
20/out;15:20:57;632;CfgParCuba;bolivia;Habilita;1;0;--------;;;
20/out;15:20:57;632;CfgParCuba;bolivia;HabAEKPF;1;0;--------;;;
20/out;15:20:57;632;CfgParCuba;bolivia;GrupoMov;7;1;--------;;;
20/out;15:20:57;632;CfgParCuba;bolivia;DerivIni;-5.000;-2.000;--------;;;
20/out;15:20:57;632;CfgParCuba;bolivia;BitSiloA;24;23;--------;;;
20/out;15:20:57;633;CfgParCuba;bolivia;VSetPoin;4.30;4.24;--------;;;
20/out;15:20:57;633;CfgParCuba;bolivia;TMovCima;2;3;--------;;;
20/out;15:20:57;633;CfgParCuba;bolivia;TLibMovU;50;60;--------;;;
20/out;15:20:57;633;CfgParCuba;bolivia;TipoIncQ;1;2;--------;;;
20/out;15:20:57;633;CfgParCuba;bolivia;TIniAlim;90;30;--------;;;
20/out;15:20:57;633;CfgParCuba;bolivia;TIncQueb;30;90;--------;;;
20/out;15:20:57;633;CfgParCuba;bolivia;TIncCorr;10;0;--------;;;
20/out;15:20:57;633;CfgParCuba;bolivia;TEfeitoD;00:30;00:40;--------;;;
20/out;15:20:57;633;CfgParCuba;bolivia;RuidoRFr;0.062;0.100;--------;;;
20/out;15:20:57;633;CfgParCuba;bolivia;RuidoRFo;0.250;0.300;--------;;;
20/out;15:20:57;633;CfgParCuba;bolivia;QuantAlF;1360;1000;--------;;;
20/out;15:20:57;633;CfgParCuba;bolivia;NumTabOp;1;6;--------;;;
20/out;15:20:57;633;CfgParCuba;bolivia;MaxInter;65000;7200;--------;;;
20/out;15:20:57;633;CfgParCuba;bolivia;LimSupQP;1;960;--------;;;
20/out;15:20:57;633;CfgParCuba;bolivia;LimOscil;0.15;0.20;--------;;;
20/out;15:20:57;633;CfgParCuba;bolivia;IntervEa;4;6;--------;;;
20/out;15:20:57;633;CfgParCuba;bolivia;IncQPrev;100.00;0.00;--------;;;
20/out;15:20:57;633;CfgParCuba;bolivia;IncCorrI;50;0;--------;;;
20/out;15:20:57;633;CfgParCuba;bolivia;HabMovIn;0;1;--------;;;
20/out;15:20:57;633;CfgParCuba;bolivia;HabLogMo;0;1;--------;;;
20/out;15:20:57;633;CfgParCuba;bolivia;HabIncQP;0;1;--------;;;
20/out;15:20:57;633;CfgParCuba;bolivia;Habilita;1;0;--------;;;
20/out;15:20:57;633;CfgParCuba;bolivia;HabCalcC;1;0;--------;;;
20/out;15:20:57;633;CfgParCuba;bolivia;EaPrevDe;0.680;0.650;--------;;;
20/out;15:20:57;633;CfgParCuba;bolivia;EaPrevDe;0.550;0.500;--------;;;
20/out;15:20:57;633;CfgParCuba;bolivia;EaAtraso;28800;4800;--------;;;
20/out;15:20:57;633;CfgParCuba;bolivia;DerivIni;5.000;0.550;--------;;;
20/out;15:20:57;633;CfgParCuba;bolivia;DelayLad;1360;450;--------;;;
20/out;11:32:14;634;CfgParCuba;nildo;VSetPoin;4.32;4.29;--------;;;
20/out;15:20:57;634;CfgParCuba;bolivia;VSetPoin;4.29;4.24;--------;;;
20/out;15:20:57;634;CfgParCuba;bolivia;UsaMaxEa;0;1;--------;;;
20/out;15:20:57;634;CfgParCuba;bolivia;TMovCima;2;3;--------;;;
20/out;15:20:57;634;CfgParCuba;bolivia;TipoIncQ;1;2;--------;;;
20/out;15:20:57;634;CfgParCuba;bolivia;TIntAlF3;21:00;08:00;--------;;;
20/out;15:20:57;634;CfgParCuba;bolivia;TIniAlim;90;30;--------;;;
20/out;15:20:57;634;CfgParCuba;bolivia;TempMovI;2;5;--------;;;
20/out;15:20:57;634;CfgParCuba;bolivia;TEfeitoM;480;1800;--------;;;
20/out;15:20:57;634;CfgParCuba;bolivia;RuidoRFr;0.062;0.100;--------;;;
20/out;15:20:57;634;CfgParCuba;bolivia;QuantAlF;1200;1000;--------;;;
20/out;15:20:57;634;CfgParCuba;bolivia;MinNCicC;10;0;--------;;;
20/out;15:20:57;634;CfgParCuba;bolivia;MaxQPrev;30;10;--------;;;
20/out;15:20:57;634;CfgParCuba;bolivia;MaxInter;65000;7200;--------;;;
20/out;15:20:57;634;CfgParCuba;bolivia;LimQPrev;100;60;--------;;;
20/out;15:20:57;634;CfgParCuba;bolivia;LimOscil;0.25;0.35;--------;;;
20/out;15:20:57;634;CfgParCuba;bolivia;IncCorrI;50;0;--------;;;
20/out;15:20:57;634;CfgParCuba;bolivia;HabLogMo;0;1;--------;;;
20/out;15:20:57;634;CfgParCuba;bolivia;HabCamSi;1;0;--------;;;
20/out;15:20:57;634;CfgParCuba;bolivia;HabCalcD;0;1;--------;;;
20/out;15:20:57;634;CfgParCuba;bolivia;EaPrevDe;0.680;0.650;--------;;;
20/out;15:20:57;634;CfgParCuba;bolivia;EaPrevDe;0.550;0.500;--------;;;
20/out;15:20:57;634;CfgParCuba;bolivia;DifResFi;0.23;0.30;--------;;;
20/out;11:29:28;635;CfgParCuba;nildo;VSetPoin;4.30;4.24;--------;;;
20/out;15:20:57;635;CfgParCuba;bolivia;UsaMaxEa;0;1;--------;;;
20/out;15:20:57;635;CfgParCuba;bolivia;TMovCima;2;3;--------;;;
20/out;15:20:57;635;CfgParCuba;bolivia;TMovBaix;4;5;--------;;;
20/out;15:20:57;635;CfgParCuba;bolivia;TLibMovU;50;60;--------;;;
20/out;15:20:57;635;CfgParCuba;bolivia;TIniAlim;90;30;--------;;;
20/out;15:20:57;635;CfgParCuba;bolivia;TIncQueb;30;90;--------;;;
20/out;15:20:57;635;CfgParCuba;bolivia;RuidoRFr;0.062;0.100;--------;;;
20/out;15:20:57;635;CfgParCuba;bolivia;RuidoRFo;0.250;0.300;--------;;;
20/out;15:20:57;635;CfgParCuba;bolivia;QuantAlF;1540;1000;--------;;;
20/out;15:20:57;635;CfgParCuba;bolivia;NumCicRe;9;7;--------;;;
